DATE,gw_elev[ft],PRCP,RCH[m3/s],RCH[m/day],Q [m3/s]
2017-02-08 23:00:00,1248.23,,0.029900067,0.000557962,0.022575238
2017-02-09 00:00:00,1247.98,,0.029893573,0.000557841,0.022575238
2017-02-09 01:00:00,1247.98,,0.029887094,0.00055772,0.022575238
2017-02-09 02:00:00,1247.98,,0.02988063,0.0005576,0.021418106
2017-02-09 03:00:00,1247.98,,0.029874182,0.000557479,0.022575238
2017-02-09 04:00:00,1247.98,,0.029867748,0.000557359,0.022575238
2017-02-09 05:00:00,1247.98,,0.029861329,0.000557239,0.022575238
2017-02-09 06:00:00,1247.98,,0.029854924,0.00055712,0.022575238
2017-02-09 07:00:00,1247.98,,0.029848533,0.000557001,0.022575238
2017-02-09 08:00:00,1247.98,,0.029842156,0.000556882,0.021418106
2017-02-09 09:00:00,1247.98,,0.029835793,0.000556763,0.022575238
2017-02-09 10:00:00,1247.98,,0.029829443,0.000556644,0.022575238
2017-02-09 11:00:00,1247.98,,0.029823106,0.000556526,0.022575238
2017-02-09 12:00:00,1247.98,,0.029816782,0.000556408,0.022575238
2017-02-09 13:00:00,1247.98,,0.029810471,0.00055629,0.021418106
2017-02-09 14:00:00,1247.98,,0.029804172,0.000556173,0.022575238
2017-02-09 15:00:00,1247.98,,0.029797885,0.000556056,0.022575238
2017-02-09 16:00:00,1247.98,,0.029791611,0.000555938,0.022575238
2017-02-09 17:00:00,1247.98,,0.029785348,0.000555822,0.022575238
2017-02-09 18:00:00,1247.98,,0.029779098,0.000555705,0.022575238
2017-02-09 19:00:00,1247.98,,0.029772858,0.000555589,0.022575238
2017-02-09 20:00:00,1247.98,,0.02976663,0.000555472,0.021418106
2017-02-09 21:00:00,1247.98,,0.029760413,0.000555356,0.021418106
2017-02-09 22:00:00,1247.98,,0.029754207,0.000555241,0.021418106
2017-02-09 23:00:00,1247.98,,0.029748012,0.000555125,0.022575238
2017-02-10 00:00:00,1247.75,,0.029741828,0.000555009,0.022575238
2017-02-10 01:00:00,1247.75,,0.029735654,0.000554894,0.021418106
2017-02-10 02:00:00,1247.75,,0.02972949,0.000554779,0.022575238
2017-02-10 03:00:00,1247.75,,0.029723337,0.000554664,0.021418106
2017-02-10 04:00:00,1247.75,,0.029717193,0.00055455,0.022575238
2017-02-10 05:00:00,1247.75,,0.02971106,0.000554435,0.022575238
2017-02-10 06:00:00,1247.75,,0.029704936,0.000554321,0.022575238
2017-02-10 07:00:00,1247.75,,0.029698821,0.000554207,0.022575238
2017-02-10 08:00:00,1247.75,,0.029692716,0.000554093,0.022575238
2017-02-10 09:00:00,1247.75,,0.029686621,0.000553979,0.022575238
2017-02-10 10:00:00,1247.75,,0.029680534,0.000553866,0.022575238
2017-02-10 11:00:00,1247.75,,0.029674456,0.000553752,0.022575238
2017-02-10 12:00:00,1247.75,,0.029668388,0.000553639,0.022575238
2017-02-10 13:00:00,1247.75,,0.029662328,0.000553526,0.022575238
2017-02-10 14:00:00,1247.75,,0.02965628,0.000553413,0.021418106
2017-02-10 15:00:00,1247.75,,0.030255942,0.000564603,0.022575238
2017-02-10 16:00:00,1247.75,,0.030842284,0.000575545,0.022575238
2017-02-10 17:00:00,1247.75,,0.030001682,0.000559859,0.021418106
2017-02-10 18:00:00,1247.75,,0.030159012,0.000562795,0.021418106
2017-02-10 19:00:00,1247.75,,0.030953088,0.000577613,0.021418106
2017-02-10 20:00:00,1247.75,,0.030133591,0.00056232,0.022575238
2017-02-10 21:00:00,1247.75,,0.031280711,0.000583726,0.021418106
2017-02-10 22:00:00,1247.75,,0.030897301,0.000576572,0.022575238
2017-02-10 23:00:00,1247.75,,0.031264904,0.000583431,0.021418106
2017-02-11 00:00:00,1247.54,,0.030824825,0.000575219,0.021418106
2017-02-11 01:00:00,1247.54,,0.030917046,0.00057694,0.021418106
2017-02-11 02:00:00,1247.54,,0.030832085,0.000575355,0.021418106
2017-02-11 03:00:00,1247.54,,0.03057921,0.000570636,0.021418106
2017-02-11 04:00:00,1247.54,,0.030328749,0.000565962,0.021418106
2017-02-11 05:00:00,1247.54,,0.030003777,0.000559898,0.021418106
2017-02-11 06:00:00,1247.54,,0.029882626,0.000557637,0.021418106
2017-02-11 07:00:00,1247.54,,0.029723812,0.000554673,0.021418106
2017-02-11 08:00:00,1247.54,,0.030432081,0.00056789,0.021418106
2017-02-11 09:00:00,1247.54,,0.029786421,0.000555842,0.020296794
2017-02-11 10:00:00,1247.54,,0.029797587,0.00055605,0.022575238
2017-02-11 11:00:00,1247.54,,0.030264482,0.000564763,0.021418106
2017-02-11 12:00:00,1247.54,,0.029626306,0.000552854,0.021418106
2017-02-11 13:00:00,1247.54,,0.029994717,0.000559729,0.021418106
2017-02-11 14:00:00,1247.54,,0.029503983,0.000550571,0.022575238
2017-02-11 15:00:00,1247.54,,0.02982238,0.000556513,0.021418106
2017-02-11 16:00:00,1247.54,,0.029782693,0.000555772,0.021418106
2017-02-11 17:00:00,1247.54,,0.029742274,0.000555018,0.021418106
2017-02-11 18:00:00,1247.54,,0.029921902,0.00055837,0.021418106
2017-02-11 19:00:00,1247.54,,0.029745212,0.000555073,0.022575238
2017-02-11 20:00:00,1247.54,,0.029865925,0.000557325,0.021418106
2017-02-11 21:00:00,1247.54,,0.029686825,0.000553983,0.022575238
2017-02-11 22:00:00,1247.54,,0.030465914,0.000568522,0.021418106
2017-02-11 23:00:00,1247.54,,0.029799874,0.000556093,0.021418106
2017-02-12 00:00:00,1247.52,,0.029781958,0.000555758,0.021418106
2017-02-12 01:00:00,1247.52,,0.030753163,0.000573882,0.022575238
2017-02-12 02:00:00,1247.52,,0.118688181,0.002214829,0.022575238
2017-02-12 03:00:00,1247.52,,0.147601342,0.002754375,0.022575238
2017-02-12 04:00:00,1247.52,,0.090185326,0.00168294,0.022575238
2017-02-12 05:00:00,1247.52,,0.042282774,0.000789035,0.022575238
2017-02-12 06:00:00,1247.52,,0.040119349,0.000748663,0.022575238
2017-02-12 07:00:00,1247.52,,0.038083995,0.000710682,0.021418106
2017-02-12 08:00:00,1247.52,,0.03638939,0.000679059,0.021418106
2017-02-12 09:00:00,1247.52,,0.034302774,0.000640121,0.021418106
2017-02-12 10:00:00,1247.52,,0.034075397,0.000635878,0.022575238
2017-02-12 11:00:00,1247.52,,0.033175603,0.000619087,0.022575238
2017-02-12 12:00:00,1247.52,,0.032786187,0.00061182,0.022575238
2017-02-12 13:00:00,1247.52,,0.032679654,0.000609832,0.022575238
2017-02-12 14:00:00,1247.52,,0.032040118,0.000597898,0.021418106
2017-02-12 15:00:00,1247.52,,0.032002382,0.000597193,0.022575238
2017-02-12 16:00:00,1247.52,,0.032660616,0.000609477,0.023768541
2017-02-12 17:00:00,1247.52,,0.031858701,0.000594512,0.024998358
2017-02-12 18:00:00,1247.52,,0.031172122,0.0005817,0.023768541
2017-02-12 19:00:00,1247.52,,0.030434481,0.000567935,0.024998358
2017-02-12 20:00:00,1247.52,,0.029983468,0.000559519,0.024998358
2017-02-12 21:00:00,1247.52,,0.029945491,0.00055881,0.024998358
2017-02-12 22:00:00,1247.52,,0.029942283,0.00055875,0.024998358
2017-02-12 23:00:00,1247.52,,0.029938965,0.000558688,0.023768541
2017-02-13 00:00:00,1247.62,,0.029935553,0.000558625,0.023768541
2017-02-13 01:00:00,1247.62,,0.029932072,0.00055856,0.023768541
2017-02-13 02:00:00,1247.62,,0.029928505,0.000558493,0.024998358
2017-02-13 03:00:00,1247.62,,0.029823604,0.000556535,0.02626502
2017-02-13 04:00:00,1247.62,,0.029563513,0.000551682,0.023768541
2017-02-13 05:00:00,1247.62,,0.029559238,0.000551602,0.023768541
2017-02-13 06:00:00,1247.62,,0.029554807,0.00055152,0.024998358
2017-02-13 07:00:00,1247.62,,0.029550228,0.000551434,0.024998358
2017-02-13 08:00:00,1247.62,,0.029545504,0.000551346,0.02626502
2017-02-13 09:00:00,1247.62,,0.029540649,0.000551255,0.023768541
2017-02-13 10:00:00,1247.62,,0.029535668,0.000551162,0.024998358
2017-02-13 11:00:00,1247.62,,0.029552627,0.000551479,0.023768541
2017-02-13 12:00:00,1247.62,,0.029541229,0.000551266,0.022575238
2017-02-13 13:00:00,1247.62,,0.029662625,0.000553531,0.024998358
2017-02-13 14:00:00,1247.62,,0.029594827,0.000552266,0.024998358
2017-02-13 15:00:00,1247.62,,0.029590668,0.000552189,0.024998358
2017-02-13 16:00:00,1247.62,,0.029943833,0.000558779,0.024998358
2017-02-13 17:00:00,1247.62,,0.029513709,0.000550753,0.024998358
2017-02-13 18:00:00,1247.62,,0.029491254,0.000550334,0.024998358
2017-02-13 19:00:00,1247.62,,0.029484677,0.000550211,0.027568866
2017-02-13 20:00:00,1247.62,,0.029477963,0.000550086,0.028910225
2017-02-13 21:00:00,1247.62,,0.029471228,0.00054996,0.030289424
2017-02-13 22:00:00,1247.62,,0.029464659,0.000549837,0.030289424
2017-02-13 23:00:00,1247.62,,0.029458364,0.00054972,0.030289424
2017-02-14 00:00:00,1247.97,,0.029452287,0.000549606,0.02626502
2017-02-14 01:00:00,1247.97,,0.029446318,0.000549495,0.030289424
2017-02-14 02:00:00,1247.97,,0.029440347,0.000549384,0.027568866
2017-02-14 03:00:00,1247.97,,0.02943435,0.000549272,0.031706795
2017-02-14 04:00:00,1247.97,,0.02942831,0.000549159,0.030289424
2017-02-14 05:00:00,1247.97,,0.029422245,0.000549046,0.028910225
2017-02-14 06:00:00,1247.97,,0.029416174,0.000548932,0.028910225
2017-02-14 07:00:00,1247.97,,0.029410098,0.000548819,0.027568866
2017-02-14 08:00:00,1247.97,,0.029404017,0.000548706,0.030289424
2017-02-14 09:00:00,1247.97,,0.029397924,0.000548592,0.027568866
2017-02-14 10:00:00,1247.97,,0.029391827,0.000548478,0.027568866
2017-02-14 11:00:00,1247.97,,0.029385756,0.000548365,0.030289424
2017-02-14 12:00:00,1247.97,,0.029395658,0.00054855,0.027568866
2017-02-14 13:00:00,1247.97,,0.029395319,0.000548543,0.02626502
2017-02-14 14:00:00,1247.97,,0.029373317,0.000548133,0.030289424
2017-02-14 15:00:00,1247.97,,0.029377341,0.000548208,0.027568866
2017-02-14 16:00:00,1247.97,,0.029360505,0.000547894,0.030289424
2017-02-14 17:00:00,1247.97,,0.029347865,0.000547658,0.031706795
2017-02-14 18:00:00,1247.97,,0.029340804,0.000547526,0.034657287
2017-02-14 19:00:00,1247.97,,0.029333792,0.000547395,0.044457316
2017-02-14 20:00:00,1247.97,,0.029326921,0.000547267,0.046232173
2017-02-14 21:00:00,1247.97,,0.029320301,0.000547143,0.048048256
2017-02-14 22:00:00,1247.97,,0.029313738,0.000547021,0.036191046
2017-02-14 23:00:00,1247.97,,0.029307211,0.000546899,0.034657287
2017-02-15 00:00:00,1248.49,,0.029300805,0.00054678,0.037764229
2017-02-15 01:00:00,1248.49,,0.029294514,0.000546662,0.039377144
2017-02-15 02:00:00,1248.49,,0.029288287,0.000546546,0.034657287
2017-02-15 03:00:00,1248.49,,0.029282065,0.00054643,0.034657287
2017-02-15 04:00:00,1248.49,,0.029275863,0.000546314,0.041030104
2017-02-15 05:00:00,1248.49,,0.029269716,0.000546199,0.036191046
2017-02-15 06:00:00,1248.49,,0.029263591,0.000546085,0.034657287
2017-02-15 07:00:00,1248.49,,0.029257483,0.000545971,0.037764229
2017-02-15 08:00:00,1248.49,,0.029251387,0.000545857,0.036191046
2017-02-15 09:00:00,1248.49,,0.029245293,0.000545744,0.037764229
2017-02-15 10:00:00,1248.49,,0.029239202,0.00054563,0.036191046
2017-02-15 11:00:00,1248.49,,0.029233119,0.000545517,0.031706795
2017-02-15 12:00:00,1248.49,,0.029227041,0.000545403,0.033162641
2017-02-15 13:00:00,1248.49,,0.029220966,0.00054529,0.036191046
2017-02-15 14:00:00,1248.49,,0.029214901,0.000545177,0.034657287
2017-02-15 15:00:00,1248.49,,0.029208826,0.000545063,0.033162641
2017-02-15 16:00:00,1248.49,,0.029202703,0.000544949,0.033162641
2017-02-15 17:00:00,1248.49,,0.029196525,0.000544834,0.036191046
2017-02-15 18:00:00,1248.49,,0.029190346,0.000544718,0.033162641
2017-02-15 19:00:00,1248.49,,0.029184141,0.000544603,0.037764229
2017-02-15 20:00:00,1248.49,,0.02917792,0.000544486,0.034657287
2017-02-15 21:00:00,1248.49,,0.029171699,0.00054437,0.033162641
2017-02-15 22:00:00,1248.49,,0.029165498,0.000544255,0.031706795
2017-02-15 23:00:00,1248.49,,0.029159352,0.00054414,0.033162641
2017-02-16 00:00:00,1248.6,,0.029153269,0.000544026,
2017-02-16 01:00:00,1248.6,,0.029147238,0.000543914,0.031706795
2017-02-16 02:00:00,1248.6,,0.02914122,0.000543802,0.028910225
2017-02-16 03:00:00,1248.6,,0.029135207,0.000543689,0.031706795
2017-02-16 04:00:00,1248.6,,0.029129196,0.000543577,0.031706795
2017-02-16 05:00:00,1248.6,,0.029123185,0.000543465,0.033162641
2017-02-16 06:00:00,1248.6,,0.029117181,0.000543353,0.030289424
2017-02-16 07:00:00,1248.6,,0.029111178,0.000543241,0.033162641
2017-02-16 08:00:00,1248.6,,0.029105172,0.000543129,0.033162641
2017-02-16 09:00:00,1248.6,,0.029099166,0.000543017,0.030289424
2017-02-16 10:00:00,1248.6,,0.029093156,0.000542905,0.031706795
2017-02-16 11:00:00,1248.6,,0.029087141,0.000542792,0.033162641
2017-02-16 12:00:00,1248.6,,0.02908113,0.00054268,0.031706795
2017-02-16 13:00:00,1248.6,,0.029075137,0.000542568,0.031706795
2017-02-16 14:00:00,1248.6,,0.029069142,0.000542457,0.028910225
2017-02-16 15:00:00,1248.6,,0.029063048,0.000542343,0.031706795
2017-02-16 16:00:00,1248.6,,0.029056633,0.000542223,0.028910225
2017-02-16 17:00:00,1248.6,,0.029049945,0.000542098,0.030289424
2017-02-16 18:00:00,1248.6,,0.029043107,0.000541971,0.030289424
2017-02-16 19:00:00,1248.6,,0.029036436,0.000541846,0.028910225
2017-02-16 20:00:00,1248.6,,0.029029978,0.000541726,0.030289424
2017-02-16 21:00:00,1248.6,,0.029023708,0.000541609,0.028910225
